%time,field.ts,field.data0.task_name,field.data0.measure_tag,field.data0.data0,field.data0.data1,field.data0.data2,field.data0.data3,field.data0.data4,field.data0.data5,field.data0.data6,field.data0.data7,field.data0.data8,field.data0.data9,field.data0.data10,field.data0.data11,field.data0.data12,field.data0.data13,field.data0.data14,field.data0.data15,field.data0.data16,field.data0.data17
13341000000,13341000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13361000000,13361000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13381000000,13381000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13402000000,13402000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13422000000,13422000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13443000000,13442000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13463000000,13462000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13482000000,13482000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13503000000,13502000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13523000000,13523000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13543000000,13543000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13563000000,13563000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13583000000,13583000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13603000000,13603000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13623000000,13623000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13643000000,13643000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13663000000,13663000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13684000000,13683000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13703000000,13703000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13723000000,13723000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13743000000,13743000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13764000000,13763000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13796000000,13783000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13814000000,13803000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13823000000,13823000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13843000000,13843000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13864000000,13863000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13877000000,13884000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13903000000,13904000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13924000000,13924000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13943000000,13944000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13964000000,13964000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13984000000,13984000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14004000000,14004000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14025000000,14024000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14048000000,14047000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14068000000,14068000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14088000000,14088000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14108000000,14108000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14129000000,14128000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14148000000,14148000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14169000000,14169000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14189000000,14189000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14210000000,14209000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14229000000,14229000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14249000000,14249000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14270000000,14270000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14291000000,14290000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14310000000,14310000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14330000000,14330000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14350000000,14350000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14370000000,14370000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14390000000,14390000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14410000000,14410000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14430000000,14430000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14450000000,14450000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14470000000,14470000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14491000000,14490000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14510000000,14510000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14530000000,14530000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14550000000,14550000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14570000000,14570000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14590000000,14590000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14610000000,14610000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14630000000,14630000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14650000000,14650000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14670000000,14670000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14691000000,14691000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14713000000,14713000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14737000000,14733000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14755000000,14754000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14774000000,14774000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14795000000,14794000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14808000000,14814000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14833000000,14834000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14852000000,14854000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14874000000,14874000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14895000000,14895000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14929000000,14915000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14939000000,14936000000,_qdot_,_qdot_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14956000000,14956000000,_qdot_,_qdot_,4.56644774782e-05,-4.47656412913e-05,4.54000002057e-05,-2.29945294802e-05,6.85043008707e-09,-1.14249426758e-05,-0.0,-0.0,-0.0,-4.72911567716e-05,-4.33225770937e-05,-4.70730408943e-05,-2.23704656775e-05,-8.29801466293e-08,-1.11296100473e-05,-0.0,-0.0,-0.0,geomproj1,e,0.0669238504936,geomproj1,de*,-0.00014112252941,geomproj1,J,-0.198611112257,0.194701752846,-0.197460806196,0.100011416491,-2.97949656751e-05,0.0496911537728,7.17755964806e-18,0.0,0.0,0.205686121139,0.188425351556,0.204737457334,0.0972971402561,0.000360910277035,0.0484066467537,-1.82019687039e-17,0.0,0.0,geomproj1,PM,0.0669238504936
14976000000,14976000000,_qdot_,_qdot_,0.000260149430063,-0.000255025075226,0.000258641102637,-0.000130995012157,3.90022467335e-08,-6.50856542696e-05,-0.0,-0.0,-0.0,-0.000269425813245,-0.000246796520636,-0.000268181931952,-0.000127437227316,-4.73306143452e-07,-6.34020074037e-05,-0.0,-0.0,-0.0,geomproj1,e,0.0669205581002,geomproj1,de*,-0.000422290368515,geomproj1,J,-0.198607839755,0.194695714928,-0.197456325983,0.100006509248,-2.97757791261e-05,0.0496888314936,1.05886996099e-19,0.0,0.0,0.20568977887,0.188413727491,0.204740153202,0.0972903627562,0.000361339675706,0.0484034722796,1.44309832655e-17,0.0,0.0,geomproj1,PM,0.0669205581002
14996000000,14996000000,_qdot_,_qdot_,0.000575064380638,-0.000563726687781,0.000571728233325,-0.00028955835799,8.58217233456e-08,-0.000143869084675,-0.0,-0.0,-0.0,-0.000595590189382,-0.000545521254887,-0.000592839310965,-0.000281688782916,-1.04717102501e-06,-0.000140145058158,-0.0,-0.0,-0.0,geomproj1,e,0.0669101129089,geomproj1,de*,-0.000835062135868,geomproj1,J,-0.198595268138,0.194679859309,-0.197443148319,0.0999973597439,-2.9638052249e-05,0.0496843838877,6.91820390534e-18,0.0,0.0,0.205683741409,0.188392714863,0.20473374093,0.0972796459982,0.000361634657789,0.0483983121547,1.05965440771e-19,0.0,0.0,geomproj1,PM,0.0669101129089
15016000000,15016000000,_qdot_,_qdot_,0.000973000128679,-0.000953795879875,0.000967355384196,-0.000489917433528,1.4383576665e-07,-0.000243419259935,-0.0,-0.0,-0.0,-0.00100776384627,-0.000922965496806,-0.0010031105458,-0.00047659436589,-1.77265002422e-06,-0.000237114658718,-0.0,-0.0,-0.0,geomproj1,e,0.0668908362921,geomproj1,de*,-0.0013565224484,geomproj1,J,-0.198571165487,0.194651936748,-0.197419178495,0.0999830040104,-2.93541953188e-05,0.0496773275999,-1.41987164271e-17,0.0,0.0,0.205665791392,0.188360031004,0.204716139618,0.0972640145769,0.000361764783924,0.0483906761653,7.3582186348e-18,0.0,0.0,geomproj1,PM,0.0668908362921
15038000000,15036000000,_qdot_,_qdot_,0.00157074890709,-0.00153970332978,0.00156164437185,-0.000790880693079,2.28254546608e-07,-0.00039295551945,-0.0,-0.0,-0.0,-0.00162692448533,-0.0014898898931,-0.00161942235754,-0.000769361861243,-2.8612997516e-06,-0.000382772739047,-0.0,-0.0,-0.0,geomproj1,e,0.066858231749,geomproj1,de*,-0.0021395274264,geomproj1,J,-0.198529680482,0.194605776084,-0.19737894247,0.0999607834115,-2.8849488293e-05,0.0496663300974,2.1876119652e-30,0.0,0.0,0.20562980931,0.188309769368,0.204681602359,0.0972409809088,0.000361644641535,0.0483793108095,-3.58700837428e-18,0.0,0.0,geomproj1,PM,0.066858231749
15056000000,15056000000,_qdot_,_qdot_,0.00211051466734,-0.00206872810814,0.00209830414956,-0.00106265189013,2.98829468112e-07,-0.000527987318423,-0.0,-0.0,-0.0,-0.00218606804524,-0.00200174092637,-0.00217601304813,-0.0010337265609,-3.84149669988e-06,-0.000514299865698,-0.0,-0.0,-0.0,geomproj1,e,0.0668109136959,geomproj1,de*,-0.00284597530259,geomproj1,J,-0.198468989401,0.194539456808,-0.197320734352,0.0999298654417,-2.81013837323e-05,0.0496509742983,6.9887596224e-18,0.0,0.0,0.20557389267,0.18824010316,0.204628338893,0.0972097796967,0.000361247414961,0.0483638309528,1.47083672316e-17,0.0,0.0,geomproj1,PM,0.0668109136959
15077000000,15076000000,_qdot_,_qdot_,0.00271251931378,-0.00265870136702,0.00269687053181,-0.00136577148629,3.70628684263e-07,-0.000678594368748,-0.0,-0.0,-0.0,-0.00280971824528,-0.00257253694682,-0.00279684285061,-0.00132858457414,-4.93001508045e-06,-0.000660997541457,-0.0,-0.0,-0.0,geomproj1,e,0.0667487048062,geomproj1,de*,-0.00363315371545,geomproj1,J,-0.198388833976,0.194452685153,-0.197244309919,0.0998900952584,-2.71071222002e-05,0.0496311841449,6.87918290526e-18,0.0,0.0,0.205497790799,0.188150772844,0.204556107353,0.0971703107007,0.000360572526922,0.0483441835215,1.47785679136e-17,0.0,0.0,geomproj1,PM,0.0667487048062
15096000000,15096000000,_qdot_,_qdot_,0.00338110617206,-0.00331385742477,0.00336167798409,-0.00170243881023,4.40492830157e-07,-0.000845868947503,-0.0,-0.0,-0.0,-0.00350238030561,-0.00320637032986,-0.00348641280432,-0.0016560771664,-6.13139722379e-06,-0.000823930513364,-0.0,-0.0,-0.0,geomproj1,e,0.0666695491178,geomproj1,de*,-0.00450636107853,geomproj1,J,-0.198286483242,0.194342650388,-0.197147108471,0.0998402852312,-2.58328989805e-05,0.0496063626365,7.67759288694e-20,0.0,0.0,0.205398659028,0.188039021647,0.204462237776,0.097121385899,0.000359578531698,0.0483197733571,-6.95163086548e-18,0.0,0.0,geomproj1,PM,0.0666695491178
